source,title,price_vnd,price_text,area_m2,price_per_m2,district,ward,address,description,posted_at,url,crawled_at
phongtro123,CẦN CHO THUÊ PHÒNG TRỌ 30m² - có gác lửng. Không ngập lụt. GẤP!,3000000.0,3 triệu/tháng,30.0,100000.0,Liên Chiểu,,,"CẦN CHO THUÊ PHÒNG TRỌ 30m² - có gác lửng. Không ngập lụt. GẤP! 3 triệu/tháng 30 m 2 Liên Chiểu, Đà Nẵng Diện tích sử dụng 30m². Có gác lửng.Ngay ngã ba 2 đường 5 mét.Giờ giấc tự do.Gần chợ, bến xe, sân bóng, trường học.Thích hợp cho hộ gia đình nhỏ. 1 năm trước",,https://phongtro123.com/can-cho-thue-phong-tro-30m2-co-gac-lung-gap-pr669071.html,2026-05-15T11:06:51
phongtro123,PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI DÀNH CHO SINH VIÊN,2700000.0,2.7 triệu/tháng,28.0,96428.57142857143,Cẩm Lệ,,,"PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI DÀNH CHO SINH VIÊN 2.7 triệu/tháng 28 m 2 Cẩm Lệ, Đà Nẵng ️️Ting ting ting ️️PHÒNG TRỌ CHO SINH VIÊN THUÊGiá 2tr700(SL: 2Người)Nằm ngay trên đường Lê Thạch - Sau Lưng Bến XeGiờ giấc thoải mái, có thang… 1 năm trước",,https://phongtro123.com/phong-tro-day-du-tien-nghi-danh-cho-sinh-vien-pr668423.html,2026-05-15T11:06:51
phongtro123,"Phòng, Căn hộ mini gần cầu Hoà Xuân giá cả hợp lý",2500000.0,2.5 triệu/tháng,30.0,83333.33333333333,Cẩm Lệ,,,"Phòng, Căn hộ mini gần cầu Hoà Xuân giá cả hợp lý 2.5 triệu/tháng 30 m 2 Cẩm Lệ, Đà Nẵng phòng 25m2 có gác lẩng, đầy đủ tiện ích. Có bảo vệ, chổ để xe, máy giặt, sân phơi, điều hoà, nước nóng ... wifi miễn phí, điện 3000 đ/chữ, nước… 1 năm trước",,https://phongtro123.com/tinh-thanh/da-nang/phong-can-ho-mini-moi-100-gan-cau-hoa-xuan.html,2026-05-15T11:06:51
phongtro123,Cho thuê phòng trọ giá rẽ tại đà nẵng,2000000.0,2 triệu/tháng,15.0,133333.33333333334,Hải Châu,,,"Cho thuê phòng trọ giá rẽ tại đà nẵng 2 triệu/tháng 15 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ giá rẽ tại đà nẵngĐịa chỉ: H79/08 k266 Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà NẵngGiá: 2tr/thángDT: 15m2liên… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-gia-re-tai-da-nang-4-pr668353.html,2026-05-15T11:06:51
phongtro123,"Trọ Tháng giá rẻ cho thuê tại 35 Lê Thị Tính, An Khê, Thanh Khê, Đà Nẵng",2000000.0,2 triệu/tháng,20.0,100000.0,Thanh Khê,,,"Trọ Tháng giá rẻ cho thuê tại 35 Lê Thị Tính, An Khê, Thanh Khê, Đà Nẵng 2 triệu/tháng 20 m 2 Thanh Khê, Đà Nẵng Tại địa chỉ : 35 Lê Thị Tính, An Khê, Thanh Khê, Đà NẵngBạn Cần thuế tháng, căn hộ, homestay, trọ, đều được, vì Hostel cung cấp cho bạn với phòng… 1 năm trước",,https://phongtro123.com/apartment-homestay-monthly-accommodation-tro-thang-gia-re-pr667970.html,2026-05-15T11:06:54
phongtro123,TRỐNG SẴN 1 PHÒNG KHU VỰC CẨM LỆ,2900000.0,2.9 triệu/tháng,20.0,145000.0,Cẩm Lệ,,,"TRỐNG SẴN 1 PHÒNG KHU VỰC CẨM LỆ 2.9 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng DEAL NGON NÈ MẤY NÍ KV CẨM LỆ ƠITrống sẵn duy nhất 1 phòng ngay Trần Huy LiệuChỉ 2,9Phòng đẹp thoáng mát, yên tĩnh, có ban công, gác lửng, kệ bếp, sân… 1 năm trước",,https://phongtro123.com/trong-san-1-phong-studio-khu-vuc-son-tra-pr665937.html,2026-05-15T11:06:54
phongtro123,"Trống sẵn siêu phẩm ngay ĐH Đông á, kiến trúc chỉ 3,5",3500000.0,3.5 triệu/tháng,40.0,87500.0,Hải Châu,,,"Trống sẵn siêu phẩm ngay ĐH Đông á, kiến trúc chỉ 3,5 3.5 triệu/tháng 40 m 2 Hải Châu, Đà Nẵng Trống sẵn siêu phẩm ngay ĐH Đông á, kiến trúc chỉ 3,5Đường Lê Văn Đức ( cách Đông Á, Kiến Trúc 600m)Wifi, khu vực đậu xe, máy giặt chungĐiện 3,5;… 1 năm trước",,https://phongtro123.com/trong-san-sieu-pham-ngay-dh-dong-a-kien-truc-chi-3-5-pr667310.html,2026-05-15T11:06:54
phongtro123,Căn hộ minhi đường Đoàn Ngọc Nhạc - Hoà Xuân,3000000.0,3 triệu/tháng,30.0,100000.0,Cẩm Lệ,,,"Căn hộ minhi đường Đoàn Ngọc Nhạc - Hoà Xuân 3 triệu/tháng 30 m 2 Cẩm Lệ, Đà Nẵng Cho thuê căn hộ mini gia đình.Phòng rộng rãi thoáng mát bao thoáng.Phòng mới có sẵn điều hòa giường ngủ quạt trần nóng lạnh tủ bếp.Địa chỉ 252… 1 năm trước",,https://phongtro123.com/can-ho-minhi-duong-doan-ngoc-nhac-hoa-xuan-pr667462.html,2026-05-15T11:06:54
phongtro123,Cho thuê phòng trọ 33 m2 tại Trường Chinh - Đà Nẵng,2300000.0,2.3 triệu/tháng,33.0,69696.9696969697,Thanh Khê,,,"Cho thuê phòng trọ 33 m2 tại Trường Chinh - Đà Nẵng 2.3 triệu/tháng 33 m 2 Thanh Khê, Đà Nẵng Còn 1 phòng trọ 36m2 gồm lửng, lối đi riêng. ( Hết : 28m2 ( đã thuê), 16m2 , 12m2) từ 1,4 triệu - 3 triệu tại 694 Trường Chinh- Đà Nẵng.Phòng trọ mới ,… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-moi-24m2-30m2-20m2-15m2-pr604631.html,2026-05-15T11:06:54
phongtro123,"SIÊU RẺ. CHO THUÊ PHÒNG TRỌ 20 M2, NGAY TỐ HỮU GIÁ CHỈ 1,5 TR / 1N",1500000.0,1.5 triệu/tháng,20.0,75000.0,Hải Châu,,,"SIÊU RẺ. CHO THUÊ PHÒNG TRỌ 20 M2, NGAY TỐ HỮU GIÁ CHỈ 1,5 TR / 1N 1.5 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Siêu rẻ.Tôi chính chủ cho thuê phong tro dt 20 m2có wc khep kín - gía 1,5 triêu.Nếu ở 2 người giá 1,7 tr, điên nuoc tinh riengLH: 091.19.19.139 1 năm trước",,https://phongtro123.com/sieu-re-cho-thue-phong-tro-20-m2-ngay-to-huu-gia-chi-1-5-tr-1n-2-pr667012.html,2026-05-15T11:06:54
phongtro123,"Phòng trọ Phan Khoan, Ngũ Hành Sơn, DT 30m2, không chung chủ, giá 2,5 triệu/tháng",2500000.0,"2,5 triệu/tháng",30.0,83333.33333333333,Ngũ Hành Sơn,,,"Phòng trọ Phan Khoan, Ngũ Hành Sơn, DT 30m2, không chung chủ, giá 2,5 triệu/tháng 2.5 triệu/tháng 30 m 2 Ngũ Hành Sơn, Đà Nẵng Cho thuê phòng trọ diện tích 30m², không chung chủ, tạo không gian riêng tư và thoải mái.Vị trí phòng nằm trên đường Phan Khoan, Phường Hòa Quý, Quận Ngũ… 1 năm trước",,https://phongtro123.com/phong-tro-phan-khoan-ngu-hanh-son-dt-30m2-khong-chung-chu-gia-2-5-trieu-thang-pr666588.html,2026-05-15T11:06:54
phongtro123,"Cho thuê phòng trọ Sơn Trà, Đà Nẵng, DT 25m2, có gác, ngay đầu cầu rồng, giá 2,5 triệu/tháng",2500000.0,"2,5 triệu/tháng",25.0,100000.0,Sơn Trà,,,"Cho thuê phòng trọ Sơn Trà, Đà Nẵng, DT 25m2, có gác, ngay đầu cầu rồng, giá 2,5 triệu/tháng 2.5 triệu/tháng 25 m 2 Sơn Trà, Đà Nẵng Cho thuê phòng trọ số 203:- Địa chỉ: 79/10 An Trung Đông 7, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng.- Vị trí đắc địa ngay gần Cầu Rồng.- Thuận… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-son-tra-da-nang-dt-25m2-co-gac-ngay-dau-cau-rong-gia-2-5-trieu-thang-pr666460.html,2026-05-15T11:06:54
phongtro123,"Cho thuê phòng trọ Hoàng Diệu, Hải Châu, DT 17m2, đủ tiện nghi, giá chỉ 2,5 triệu/tháng",2500000.0,"2,5 triệu/tháng",17.0,147058.82352941178,Hải Châu,,,"Cho thuê phòng trọ Hoàng Diệu, Hải Châu, DT 17m2, đủ tiện nghi, giá chỉ 2,5 triệu/tháng 2.5 triệu/tháng 17 m 2 Hải Châu, Đà Nẵng Cần cho thuê phòng trọ tại đường Hoàng Diệu, nằm ngay trung tâm thành phố Đà Nẵng, đảm bảo an ninh tuyệt đối, thuận tiện di chuyển đến các trường… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-hoang-dieu-hai-chau-dt-17m2-du-tien-nghi-gia-chi-2-5-trieu-thang-pr666311.html,2026-05-15T11:06:54
phongtro123,CĂN HỘ GIÁ RẺ KHU VỰC CẨM LỆ CÓ BẾP,3000000.0,3 triệu/tháng,35.0,85714.28571428571,Cẩm Lệ,,,"CĂN HỘ GIÁ RẺ KHU VỰC CẨM LỆ CÓ BẾP 3 triệu/tháng 35 m 2 Cẩm Lệ, Đà Nẵng CĂN HỘ GIÁ RẺ KHU VỰC CẨM LỆĐịa chỉ: Lê Đại HànhSố Phòng: P109Mô tả:Gần đh kiến trúcĐầy đủ nội thất có giặt sấy, kệ bếpCho nuôi… 1 năm trước",,https://phongtro123.com/can-ho-gia-re-khu-vuc-cam-le-co-bep-pr666057.html,2026-05-15T11:06:54
phongtro123,CHO THUÊ NHÀ TRỌ ĐƯỜNG TRẦN ĐẠI NGHĨA HÒA HẢI ĐÀ NẴNG,1200000.0,1.2 triệu/tháng,45.0,26666.666666666668,Ngũ Hành Sơn,,,"CHO THUÊ NHÀ TRỌ ĐƯỜNG TRẦN ĐẠI NGHĨA HÒA HẢI ĐÀ NẴNG 1.2 triệu/tháng 45 m 2 Ngũ Hành Sơn, Đà Nẵng CẦN CHO THUÊ NHÀ TRỌ ĐỂ Ở Cho thuê phòng để ở Địa chỉ: 150 Trần Đại Nghĩa, phường Hòa Hải, quận Ngũ Hành Sơn, Đà NẵngCó gác lửng;… 1 năm trước",,https://phongtro123.com/cho-thue-nha-tro-duong-tran-dai-nghia-hoa-hai-da-nang-pr665653.html,2026-05-15T11:06:54
phongtro123,"CĂN HỘ/PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI CÓ MÁY GIẶT TỪNG PHÒNG, KHU TRUNG TÂM LOTTE HELIO, NHÀ NGAY ĐƯỜNG…",4500000.0,4.5 triệu/tháng,40.0,112500.0,Hải Châu,,,"CĂN HỘ/PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI CÓ MÁY GIẶT TỪNG PHÒNG, KHU TRUNG TÂM LOTTE HELIO, NHÀ NGAY ĐƯỜNG… 4.5 triệu/tháng 40 m 2 Hải Châu, Đà Nẵng Căn hộ/phòng trọ trung tâm thành phố, gần khu vui chơi Helio, trung tâm thương mại Lotte Mart. Căn hộ đầy đủ tiện nghi kể cả máy giặt đời mới trong từng… 1 năm trước",,https://phongtro123.com/can-ho-phong-tro-day-du-tien-nghi-co-may-giat-tung-phong-khu-trung-tam-nha-ngay-duong-chinh-pr314481.html,2026-05-15T11:06:54
phongtro123,"CHO THUÊ PHÒNG TRỌ, PHÒNG ĐẸP, GIÁ RẺ",1500000.0,1.5 triệu/tháng,23.0,65217.391304347824,Cẩm Lệ,,,"CHO THUÊ PHÒNG TRỌ, PHÒNG ĐẸP, GIÁ RẺ 1.5 triệu/tháng 23 m 2 Cẩm Lệ, Đà Nẵng DIỆN TÍCH: 15M2 + 8M2 GÁC LỬNG ĐỔ MÊCÓ BẾP, TOILET BÊN TRONG. MỚI SỬA SANG, SẠCH ĐẸPGẦN CHỢ HÒA CẦM (300M), GẦN KHU CÔNG NGHIỆP HÒA CẦM. KHU ĐÔNG… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-phong-dep-gia-re-3-pr664628.html,2026-05-15T11:06:54
phongtro123,Cho Thuê Phòng Trọ và Căn Hộ Sơn Trà,3000000.0,3 triệu/tháng,20.0,150000.0,Sơn Trà,,,"Cho Thuê Phòng Trọ và Căn Hộ Sơn Trà 3 triệu/tháng 20 m 2 Sơn Trà, Đà Nẵng Bạn đang khó chịu vì sau những giờ làm mệt mỏi lại phải về căn phòng ngột ngạt, nóng bức?️Bạn có đang lo ngại vì vấn đề an ninh ở chỗ bạn chưa… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-va-can-ho-son-tra-pr664089.html,2026-05-15T11:06:54
phongtro123,Cho thuê phòng ở tháng (Phòng khách sạn ),4500000.0,4.5 triệu/tháng,30.0,150000.0,Sơn Trà,,,"Cho thuê phòng ở tháng (Phòng khách sạn ) 4.5 triệu/tháng 30 m 2 Sơn Trà, Đà Nẵng Thông tin mô tảPhòng trọ quận Sơn Trà, Đà Nẵng chỉ cần xách vali vào ở 3 triệu/tháng- Vị trí: 44 Hà Bổng, Phước Mỹ, Sơn Trà, Đà Nẵng- Phòng đầy… 1 năm trước",,https://phongtro123.com/cho-thue-phong-o-thang-phong-khach-san-pr663865.html,2026-05-15T11:06:54
phongtro123,"Phòng trọ cho sinh viên, công nhân - Hà Bống, Sơn Trà, ĐN",2500000.0,2.5 triệu/tháng,20.0,125000.0,Sơn Trà,,,"Phòng trọ cho sinh viên, công nhân - Hà Bống, Sơn Trà, ĐN 2.5 triệu/tháng 20 m 2 Sơn Trà, Đà Nẵng Cho thuê phòng ở theo tháng tại khu vực đẹp và thuận tiện của Đà nẵngphòng trang bị đầy đủ với diện tích từ 20-30m2, giá bình dân.Có chỗ để xe,… 1 năm trước",,https://phongtro123.com/phong-tro-cho-sinh-vien-cong-nhan-pr663652.html,2026-05-15T11:06:54
phongtro123,"Cho thuê phòng trọ sinh viên có gác lửng gần biển, khu vực phường Thanh Khê Tây, quận Thanh",1200000.0,1.2 triệu/tháng,10.0,120000.0,Thanh Khê,,,"Cho thuê phòng trọ sinh viên có gác lửng gần biển, khu vực phường Thanh Khê Tây, quận Thanh 1.2 triệu/tháng 10 m 2 Thanh Khê, Đà Nẵng Cho thuê Phòng trọ sinh viên có gác lửng gần biển , khu vực phường Thanh Khê Tây quận Thanh Khê Đà Nẵngan ninh tốtsạch sẽ thoáng mátgần trường học… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-sinh-vien-cho-thue-phong-tro-sinh-vien-co-gac-lung-gan-bien-khu-vuc-phuong-thanh-khe-tay-quan-thanh-pr662929.html,2026-05-15T11:06:54
phongtro123,NHÀ TRỌ CHÍNH CHỦ CHO THUÊ không giới hạn giờ ra vô,3500000.0,3.5 triệu/tháng,18.0,194444.44444444444,Liên Chiểu,,,"NHÀ TRỌ CHÍNH CHỦ CHO THUÊ không giới hạn giờ ra vô 3.5 triệu/tháng 18 m 2 Liên Chiểu, Đà Nẵng NHÀ TRỌ CHÍNH CHỦ CHO THUÊ không giới hạn giờ ra vô. Xe để miễn phí. Không chi phí phát sinh. Ở gia đình và cá nhân 1 năm trước",,https://phongtro123.com/nha-tro-chinh-chu-cho-thue-18m2-co-mat-tien-buon-ban-gan-van-lang-va-2-truong-cap-3-pr657963.html,2026-05-15T11:06:54
phongtro123,"Cho thuê phòng gần chợ Đầu Mối, 3 trường Đại học, trường THPT Nguyễn Khuyến",2500000.0,2.5 triệu/tháng,14.0,178571.42857142858,Hải Châu,,,"Cho thuê phòng gần chợ Đầu Mối, 3 trường Đại học, trường THPT Nguyễn Khuyến 2.5 triệu/tháng 14 m 2 Hải Châu, Đà Nẵng Phòng mới, sạch sẽ, rộng rãi, thoáng mát, có ban công, bếp, full nội thất hoặc ko nội thất tùy theo nhu cầu, diện tích từ 15m2- 45m2, khu vực để xe rộng… 1 năm trước",,https://phongtro123.com/cho-thue-phong-gan-cho-dau-moi-3-truong-dai-hoc-truong-thpt-nguyen-khuyen-pr660825.html,2026-05-15T11:06:54
phongtro123,CHO THUÊ PHÒNG TRỌ FULL NỘI THẤT ĐẦY ĐỦ TIỆN NGHI NGAY TRUNG TÂM THÀNH PHỐ,3000000.0,3 triệu/tháng,30.0,100000.0,Thanh Khê,,,"CHO THUÊ PHÒNG TRỌ FULL NỘI THẤT ĐẦY ĐỦ TIỆN NGHI NGAY TRUNG TÂM THÀNH PHỐ 3 triệu/tháng 30 m 2 Thanh Khê, Đà Nẵng CÒN VÀI NGÀY NỮA TÒA NHÀ SẼ ĐI VÀO HOẠT ĐỘNGMỌI NGƯỜI ĐẾN LỰA PHÒNG PHÙ HỢP NHÉỞ NHÓM 2 ĐẾN 4 NGƯỜI485 NGUYỄN TẤT THÀNH - THANH KHÊNGAY CÁC… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-full-noi-that-day-du-tien-nghi-ngay-trung-tam-thanh-pho-pr660623.html,2026-05-15T11:06:58
phongtro123,Cho thuê phòng trọ yên tỉnh thoải mái,2200000.0,2.2 triệu/tháng,14.0,157142.85714285713,Hải Châu,,,"Cho thuê phòng trọ yên tỉnh thoải mái 2.2 triệu/tháng 14 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ yên tỉnh thoải mái vô tư. Ăn ninh.sát sân bay đà nẵng.có sân chơi cho trẻ em 0913000752. 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-yen-tinh-thoai-mai-pr660085.html,2026-05-15T11:06:58
phongtro123,Cho thuê phòng trọ tại kiệt ô tô Nguyễn Đình Tứ - Hòa An – Cẩm Lệ,2100000.0,2.1 triệu/tháng,16.0,131250.0,Cẩm Lệ,,,"Cho thuê phòng trọ tại kiệt ô tô Nguyễn Đình Tứ - Hòa An – Cẩm Lệ 2.1 triệu/tháng 16 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng trọ tại kiệt ô tô Nguyễn Đình Tứ - Hòa An – Cẩm Lệ:-2 loại phòng từ 15-21 m2 -Hệ thống PCCC an toàn, thang thoát hiểm trước… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-tai-kiet-o-to-nguyen-dinh-tu-hoa-an-cam-le-pr660036.html,2026-05-15T11:06:58
phongtro123,"cho thuê phòng trọ quận Thanh Khê, Đà Nẵng",2000000.0,2 triệu/tháng,25.0,80000.0,Thanh Khê,,,"cho thuê phòng trọ quận Thanh Khê, Đà Nẵng 2 triệu/tháng 25 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trọ tại K92 Đinh Tiên Hoàng, Thanh Khê, Đà Nẵng.Phòng có khu vực bếp, sân phơi và nhà vệ sinh riêng biệt.Phòng mới, sạch đẹp, có lắp… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-quan-thanh-khe-da-nang-2-pr641148.html,2026-05-15T11:06:58
phongtro123,Cho thuê phòng trọ có gác giá rẻ tại Đà Nẵng,1800000.0,1.8 triệu/tháng,25.0,72000.0,Thanh Khê,,,"Cho thuê phòng trọ có gác giá rẻ tại Đà Nẵng 1.8 triệu/tháng 25 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trọ Đà NẵngĐịa chỉ: 249/43/16 Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà NẵngGiá 1,8 đến 2 tr. diện tích phòng 25m2.Phòng gần… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-co-gac-gia-re-tai-da-nang-pr621196.html,2026-05-15T11:06:58
phongtro123,"Phòng trọ siêu đẹp gần trung tâm thành phố, Quận Cẩm Lệ, Đà Nẵng",3400000.0,3.4 triệu/tháng,30.0,113333.33333333333,Cẩm Lệ,,,"Phòng trọ siêu đẹp gần trung tâm thành phố, Quận Cẩm Lệ, Đà Nẵng 3.4 triệu/tháng 30 m 2 Cẩm Lệ, Đà Nẵng Nhơn Hòa 17, P. Hoà An, Q. Cầm Lệ, TP Đà Nẵng- Cách bến xe Đà Nẵng 5 phút đi xe- Cách ĐH Duy Tân 4 phút đi xe- Cách chợ Nguyễn Huy Tưởng 4 phút đi xe-… 1 năm trước",,https://phongtro123.com/phong-tro-sieu-dep-gan-trung-tam-thanh-pho-pr658529.html,2026-05-15T11:06:58
phongtro123,"CĂN HỘ, PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI TRUNG TÂM THÀNH PHỐ",4000000.0,4 triệu/tháng,40.0,100000.0,Hải Châu,,,"CĂN HỘ, PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI TRUNG TÂM THÀNH PHỐ 4 triệu/tháng 40 m 2 Hải Châu, Đà Nẵng Căn hộ, phòng trọ trung tâm thành phố, gần khu vui chơi Helio, trung tâm thương mại Lotte Mart.Căn hộ đầy đủ tiện nghi kể cả máy giặt đời mới trong… 1 năm trước",,https://phongtro123.com/can-ho-phong-tro-day-du-tien-nghi-trung-tam-thanh-pho-pr658308.html,2026-05-15T11:06:58
phongtro123,Phòng trọ 63 lương định của gần trường học gần chợ,2500000.0,2.5 triệu/tháng,35.0,71428.57142857143,Cẩm Lệ,,,"Phòng trọ 63 lương định của gần trường học gần chợ 2.5 triệu/tháng 35 m 2 Cẩm Lệ, Đà Nẵng Trống phòng tại 63 lương định củaPhòng có giườngDiện tích 30-35m2Có ban công mát mẻĐường rộng rải có chỗ để xe an ninhGần trường ĐH kiến… 1 năm trước",,https://phongtro123.com/phong-tro-63-luong-dinh-cua-gan-truong-hoc-gan-cho-pr658153.html,2026-05-15T11:06:58
phongtro123,"CHÍNH CHỦ CHO THUÊ PHÒNG TRỌ ĐƯỜNG HOÀNG VĂN THÁI , PHƯỜNG HÒA KHÁNH NAM , QUẬN LIÊN CHIỂU , ĐÀ NẴNG",2500000.0,2.5 triệu/tháng,40.0,62500.0,Liên Chiểu,,,"CHÍNH CHỦ CHO THUÊ PHÒNG TRỌ ĐƯỜNG HOÀNG VĂN THÁI , PHƯỜNG HÒA KHÁNH NAM , QUẬN LIÊN CHIỂU , ĐÀ NẴNG 2.5 triệu/tháng 40 m 2 Liên Chiểu, Đà Nẵng Địa chỉ : Đường Hoàng Văn Thái , Phường Hòa Khánh Nam , Quận Liên Chiểu , Đà NẵngDiện tích 40m2Bao gồm : 1 phòng bếp rộng , 2 phòng ngủ , có gác… 1 năm trước",,https://phongtro123.com/chinh-chu-cho-thue-can-ho-duong-hoang-van-thai-phuong-hoa-khanh-nam-quan-lien-chieu-da-nang-pr657998.html,2026-05-15T11:06:58
phongtro123,"Còn phòng trọ 1tr, K169 Phan Thanh, trung tâm TP, gần Đại Học Duy Tân",1000000.0,1 triệu/tháng,12.0,83333.33333333333,Thanh Khê,,,"Còn phòng trọ 1tr, K169 Phan Thanh, trung tâm TP, gần Đại Học Duy Tân 1 triệu/tháng 12 m 2 Thanh Khê, Đà Nẵng Còn phòng trọ, K169 Phan Thanh, trung tâm TP, gần Đại Học Duy Tân, Cơ sở Nguyễn Văn LinhKhông chung chủ, chỗ để xe thoải máiGiá: 1 tr/tháng chưa tính điện… 1 năm trước",,https://phongtro123.com/con-phong-tro-1tr-k169-phan-thanh-trung-tam-tp-gan-dai-hoc-duy-tan-pr657834.html,2026-05-15T11:06:58
phongtro123,Cho thuê phòng trọ gần cầu Hòa xuân,2000000.0,2 triệu/tháng,20.0,100000.0,Cẩm Lệ,,,"Cho thuê phòng trọ gần cầu Hòa xuân 2 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng trọ có gác lững, tại 135 Thái Văn Lung. Gần cầu Hòa xuân, gần các trường đh Đông á, kiến trúc.Phòng thông thoáng, có chỗ phơi đồ riêng… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-gan-cau-hoa-xuan-pr656942.html,2026-05-15T11:06:58
phongtro123,Cho thuê phòng trọ 20 m2 tại đường Núi Thành,2300000.0,2.3 triệu/tháng,20.0,115000.0,Hải Châu,,,"Cho thuê phòng trọ 20 m2 tại đường Núi Thành 2.3 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ sau lưng UBND P.Hòa cường bắc và trường cao đẳng Phương Đônggần các trung tâm thương mại và khu vui chơi giải tríDiện tích: 20m2Giá… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-20-m2-tai-duong-nui-thanh-pr656933.html,2026-05-15T11:06:58
phongtro123,"Cho thuê phòng trọ sạch sẽ, nhà có sân vườn bếp chay",2500000.0,2.5 triệu/tháng,35.0,71428.57142857143,Hải Châu,,,"Cho thuê phòng trọ sạch sẽ, nhà có sân vườn bếp chay 2.5 triệu/tháng 35 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ sạch sẽ, nhà có sân vườn bếp chayƯu tiên cho người ăn chay ..Nhà sạch sẽ, ngay trung tâm thành phố Đà Nẵng.Nhà có sân vườn và… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-sach-se-nha-co-san-vuon-bep-chay-pr656792.html,2026-05-15T11:06:58
phongtro123,Phòng trọ cho thuê giá rẻ hợp cho sinh viên và công nhân,1200000.0,1.2 triệu/tháng,12.0,100000.0,Thanh Khê,,,"Phòng trọ cho thuê giá rẻ hợp cho sinh viên và công nhân 1.2 triệu/tháng 12 m 2 Thanh Khê, Đà Nẵng Còn trống 3phòng diện tích 10-12m2 có nhà vệ sinh riêng biệtGần các trường đại học,gần chợ Phú lộc...Kiệt rộng hai ô tô có thể tránh nhau.Có sẵn… 1 năm trước",,https://phongtro123.com/phong-tro-cho-thue-gia-re-hop-cho-sinh-vien-va-cong-nhan-pr656874.html,2026-05-15T11:06:58
phongtro123,Cho thuê phòng trọ mới xây phường Khuê Mỹ quận Ngũ Hành Sơn,2500000.0,2.5 triệu/tháng,25.0,100000.0,Ngũ Hành Sơn,,,"Cho thuê phòng trọ mới xây phường Khuê Mỹ quận Ngũ Hành Sơn 2.5 triệu/tháng 25 m 2 Ngũ Hành Sơn, Đà Nẵng Cho thuê phòng trọ mới xây đg k 20 phường Khuê Mỹ,quận ngũ hành Sơn25m2nội thất có máy nóng lạnh, điều hòa, wifikhông chung chủ, tolet riênggiá thuê… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-moi-xay-phuong-khue-my-quan-ngu-hanh-son-pr656028.html,2026-05-15T11:06:58
phongtro123,"Phòng trọ Âu Cơ, Hoà Khánh, 30m2, thoáng mát",1100000.0,1.1 triệu/tháng,30.0,36666.666666666664,Liên Chiểu,,,"Phòng trọ Âu Cơ, Hoà Khánh, 30m2, thoáng mát 1.1 triệu/tháng 15 m 2 Liên Chiểu, Đà Nẵng Phòng trọ công nhân, sinh viên thoáng mát, giá rẻ, toilet riêng:- 15m2, toilet riêng mỗi phòng.- Mặt tiền hẻm thoáng mát, để xe thoải mái, giờ giấc tự do-… 1 năm trước",,https://phongtro123.com/phong-tro-au-co-hoa-khanh-30m2-thoang-mat-pr655826.html,2026-05-15T11:06:58
phongtro123,Cho thuê phòng trọ tại 56/2 Trần Bình Trọng.,2000000.0,2 triệu/tháng,20.0,100000.0,Hải Châu,,,"Cho thuê phòng trọ tại 56/2 Trần Bình Trọng. 2 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Có 2 phòng trọ cần cho thuê.Diện Tích: 20m2.Có 3 cửa sổ,thoáng mát.khu dân cư yên tĩnh,an ninh tốt.Có Wifi miễn phí.Có sẵn giường,bàn làm… 1 năm trước",,https://phongtro123.com/cho-thue-phong-tro-tai-56-2-tran-binh-trong-pr655523.html,2026-05-15T11:06:58
